6.5,6.2
357.6,6.3
270.2,7.5
332.0,4.5
17.3,7.5
174.9,6.9
25.0,4.3
64.7,4.5
16.7,6.8
1.4,1.6
67.8,3.4
77.2,9.4
296.2,7.1
286.0,8.5
346.5,4.2
51.3,4.1
63.7,7.7
87.3,4.5
274.2,11.2
107.9,5.7
41.2,7.4
129.2,19.1
354.1,4.6
46.9,8.0
282.3,7.3
139.4,7.1
260.7,8.1
347.6,4.5
308.8,2.8
189.8,17.3
29.0,9.2
323.5,5.5
315.3,4.9
34.6,7.4
10.0,6.7
341.3,5.5
274.3,6.1
37.9,9.4
156.1,17.7
280.5,10.1
6.3,6.1
336.1,5.3
354.3,4.8
16.0,4.8
346.6,3.6
295.8,9.0
43.8,9.9
336.7,6.4
76.3,5.9
314.1,7.9
126.0,16.2
67.6,9.9
81.4,15.0
12.2,4.9
65.8,14.0
119.0,14.5
347.8,3.8
75.9,8.8
345.4,4.5
300.2,5.7
272.8,9.5
299.4,6.7
145.9,26.3
120.9,10.4
355.8,6.9
44.2,11.4
248.0,3.8
250.7,5.9
4.8,5.9
6.9,4.7
182.9,0.8
1.9,6.0
233.2,9.0
67.5,4.1
290.0,11.3
308.8,6.7
327.2,6.7
315.6,7.9
233.2,5.8
42.1,7.0
10.6,7.7
12.3,6.9
47.5,5.2
40.1,8.3
233.4,6.9
334.4,6.0
350.2,6.5
302.4,4.1
72.3,10.5
299.7,7.3
327.3,3.3
6.9,8.4
50.7,14.1
288.3,11.0
54.1,8.8
149.2,11.2
284.1,7.8
277.9,7.5
317.6,6.0
85.9,8.6
317.7,6.1
314.2,6.9
33.3,7.6
341.2,5.6
219.3,7.9
75.0,12.6
82.5,3.5
161.6,6.4
1.2,5.3
80.9,7.1
304.4,5.6
330.5,6.9
56.8,4.5
79.0,7.0
72.4,6.2
12.6,6.2
259.9,2.5
323.5,8.6
333.6,6.4
1.5,8.2
305.8,6.3
14.4,5.1
32.4,8.1
87.6,18.6
351.0,5.0
275.9,12.5
16.2,6.4
108.2,1.5
39.5,5.4
327.4,4.8
58.3,7.1
23.6,6.8
25.8,7.2
46.8,6.2
25.8,8.3
0.4,5.5
95.5,3.6
49.1,4.3
50.5,5.3
267.0,7.5
326.8,8.1
315.7,8.3
3.8,3.8
360.0,5.2
350.5,7.3
97.3,21.8
31.2,6.6
272.1,6.0
75.0,4.1
51.5,9.4
308.2,7.6
357.7,5.2
177.8,12.2
297.5,3.4
78.8,4.1
309.7,4.1
34.9,5.6
9.7,6.4
5.2,5.5
17.7,8.4
54.7,7.6
300.4,7.9
353.6,7.7
33.8,9.9
344.8,3.1
73.0,19.2
115.4,7.6
7.8,6.5
6.0,5.4
266.4,8.9
54.9,10.3
222.3,1.1
2.7,5.9
319.6,5.7
87.5,5.8
345.2,6.6
11.7,6.7
34.1,8.4
286.3,7.1
15.3,6.3
337.6,5.1
46.9,11.3
13.1,6.1
131.2,16.5
344.7,6.1
22.2,8.0
243.4,6.1
324.6,4.4
353.8,7.1
43.9,6.4
28.4,11.0
298.7,9.1
67.8,16.3
132.2,6.4
16.2,5.4
178.2,19.8
63.7,10.2
335.9,6.8
120.4,2.7
19.3,4.7
44.8,9.1
242.6,10.3
71.1,12.3
91.1,2.5
260.9,3.0
107.4,7.8
304.7,7.8
331.6,4.4
55.4,4.2
12.3,5.1
127.5,3.2
10.0,4.3
325.8,5.3
47.8,9.3
291.1,10.2
311.0,4.5
291.3,5.9
300.7,8.3
34.4,6.7
51.0,9.5
64.9,12.4
70.4,9.0
44.1,7.3
41.1,9.6
357.2,4.6
356.8,5.6
12.1,8.7
280.1,6.3
328.5,8.0
344.0,6.5
75.7,6.2
219.5,14.3
302.4,8.8
181.1,21.9
6.9,5.8
83.8,9.8
107.4,10.2
33.7,10.6
40.1,8.3
76.2,4.4
339.7,6.5
342.5,5.4
155.7,12.7
287.8,3.9
62.7,12.6
320.2,5.4
297.3,6.3
343.0,6.9
302.2,7.0
77.3,8.2
12.7,6.0
222.5,10.8
272.8,6.4
212.4,16.2
346.3,3.3
8.9,8.4
34.4,4.9
290.6,6.2
91.8,18.5
65.5,11.4
301.5,5.4
23.5,9.0
299.4,8.9
299.0,6.3
41.7,6.8
13.5,6.6
220.3,18.4
269.9,13.6
286.0,2.4
265.7,5.3
154.5,0.9
289.2,7.7
119.2,21.8
240.9,6.2
297.1,7.2
322.9,9.0
355.7,6.9
318.4,7.2
7.6,5.3
78.1,7.4
313.4,3.5
294.3,10.1
255.7,8.8
279.6,4.4
162.6,21.9
50.8,8.3
330.3,6.1
0.8,4.2
355.6,2.9
292.9,8.6
283.7,8.5
313.6,4.6
284.4,8.4
324.0,5.0
74.5,6.6
296.4,3.4
14.7,8.7
50.8,7.6
50.2,9.4
157.0,16.9
26.6,6.7
27.9,10.0
357.7,4.7
296.6,4.3
27.9,5.2
290.6,6.0
318.1,9.6
348.3,7.2
310.6,4.0
167.0,1.8
339.6,4.4
230.5,9.8
329.3,5.9
354.1,5.2
354.2,7.0
205.5,10.2
49.2,8.2
74.0,13.1
300.0,4.3
320.5,8.4
28.3,6.3
265.0,8.7
106.1,0.6
212.1,5.2
284.6,6.4
23.1,8.2
243.6,6.0
286.7,5.1
273.3,4.4
209.1,17.5
87.0,7.4
288.7,9.6
126.3,8.6
79.4,3.9
64.4,14.6
10.8,5.3
326.0,3.7
318.5,6.8
9.0,6.0
351.3,4.9
347.3,6.3
308.2,10.2
321.3,6.0
312.5,6.1
171.4,16.5
44.8,11.0
1.3,4.2
17.8,6.6
231.1,5.6
139.9,10.2
356.4,5.0
346.2,4.6
315.0,7.0
336.4,7.3
71.2,9.3
131.9,7.6
347.9,4.6
259.4,11.1
296.6,5.5
283.9,10.1
32.2,4.8
43.3,11.9
322.8,3.8
70.4,9.7
307.6,6.2
358.4,3.9
70.3,6.4
48.9,8.7
20.4,6.8
341.0,5.8
281.9,6.6
16.3,6.2
29.5,11.3
21.3,8.3
348.3,7.6
355.5,7.0
1.2,5.1
269.6,9.7
350.0,4.8
17.2,4.5
1.6,5.6
290.0,6.8
36.2,9.1
305.9,5.1
46.5,12.9
237.2,8.7
301.1,6.4
12.4,7.0
321.6,5.2
284.5,8.1
326.5,8.1
50.4,8.6
216.3,3.6
319.1,5.1
330.5,6.3
324.4,7.1
104.6,9.9
254.5,5.5
97.6,20.9
271.2,5.1
321.2,8.6
11.7,9.3
86.3,10.8
298.3,10.7
199.8,7.3
26.0,9.2
90.8,12.4
240.7,5.7
67.5,11.2
54.2,15.7
333.4,5.4
80.1,6.0
118.7,5.6
33.1,6.8
312.1,9.3
89.8,11.6
353.1,5.2
88.6,16.9
326.0,5.3
48.3,5.4
327.4,7.9
75.9,18.9
15.7,5.4
11.6,7.5
310.2,8.9
282.7,10.1
3.6,4.0
37.3,9.2
320.7,7.8
125.8,21.1
353.5,6.5
63.9,2.3
25.7,6.0
287.9,9.0
299.0,9.7
159.0,11.2
61.0,4.2
238.8,14.5
47.5,9.1
179.6,2.0
300.5,9.1
203.1,4.6
231.6,10.2
43.0,4.8
333.7,4.6
318.1,7.6
43.4,6.5
64.2,3.7
330.9,6.8
301.3,4.0
272.5,6.8
354.9,5.7
191.2,15.1
289.5,5.8
34.5,3.3
70.2,9.9
37.0,8.5
5.6,6.6
22.5,8.1
30.0,10.2
15.7,6.4
230.7,15.6
280.1,5.4
25.1,6.6
306.4,8.4
37.3,4.2
332.6,7.1
289.5,7.3
316.8,8.9
278.6,10.2
332.9,6.5
12.2,3.8
62.3,11.6
82.8,12.4
309.0,5.9
182.6,15.6
58.8,3.2
250.2,7.9
1.0,4.3
87.0,15.8
42.7,10.6
70.8,14.8
348.5,5.7
113.4,6.6
280.6,4.0
323.2,6.4
298.7,7.1
146.2,19.5
30.6,8.1
159.9,7.0
17.9,3.0
280.2,7.1
46.9,6.2
25.6,4.7
293.9,4.3
16.2,4.7
113.3,22.1
351.4,5.1
15.4,5.9
273.0,3.7
106.2,17.7
20.6,8.9
27.4,4.1
278.3,10.0
285.1,13.3
353.2,7.2
322.6,5.5
118.5,10.1
333.3,7.5
32.5,4.8
281.0,5.9
147.8,1.2
3.5,3.5
12.7,7.3
28.4,8.5
57.9,6.7
83.2,5.6
112.2,15.4
41.7,12.2
330.6,6.2
70.1,8.4
63.1,9.0
322.7,5.1
83.4,5.3
345.9,6.9
328.8,8.1
173.5,11.2
0.5,6.0
85.9,1.5
94.7,9.0
352.0,4.6
40.5,11.2
334.1,6.1
145.6,5.4
299.4,3.5
89.9,8.0
67.5,14.2
274.1,9.8
